student_id,session_id,session_date,age,level,vocabulary_score,grammar_score,fluency_score,response_time,correct_answers,incorrect_answers,feedback_received,adaptive_content,overall_performance,engagement_score,learning_efficiency,learning_outcome
501,501,2026-05-16,21,Intermediate,73.36751990232142,58.849277096314005,84.79420905963298,14.08889293121371,10,4,Needs Improvement,0,72.3370020194228,60.0475393339902,0.8789891597071423,0
502,502,2026-05-17,22,Beginner,40.521384969870155,67.59951510603605,79.69646929299824,12.55562580626106,12,2,Needs Improvement,0,62.60578978963482,75.69877388666985,0.7260588723958548,0
503,503,2026-05-18,29,Advanced,52.77067423426098,80.23765609948475,47.915195005280715,18.176237945674423,25,6,Excellent,1,60.30784177967548,70.32226480111068,0.9105140902198285,0
504,504,2026-05-19,27,Intermediate,53.03566499599583,42.30283670949782,42.58929443664084,19.28775184526898,13,5,Excellent,0,45.975932047378166,89.91395682475098,0.7157926337881483,0
505,505,2026-05-20,27,Intermediate,43.462715314293,80.4039641177915,67.86552876571542,16.318053738536907,25,7,Excellent,0,63.910736065933314,83.17232998881852,0.717792668440329,0
506,506,2026-05-21,22,Intermediate,87.99132590379645,48.89440620245117,47.80179056699885,11.681793946014317,28,4,Excellent,1,61.56250755774882,82.83826369051238,0.7915977697099799,0
507,507,2026-05-22,24,Advanced,63.91276472879619,65.73418085607194,81.7295476297636,13.883320989971606,10,1,Excellent,0,70.45883107154391,88.65728304862031,0.9689714574907833,0
508,508,2026-05-23,21,Beginner,84.7907298685941,80.41377197779688,57.91673283358369,15.514030475269989,14,8,Excellent,0,74.3737448933249,86.63173193679962,0.8924179746169949,0
509,509,2026-05-24,18,Advanced,56.11077517223141,52.69105390783474,85.64462223682877,7.9141035650270215,28,7,Needs Improvement,0,64.81548377229831,69.54562438369166,0.9310393875786758,0
510,510,2026-05-25,22,Advanced,46.26167852164136,52.29037196530765,68.2844086070503,11.70801548324657,20,5,Needs Improvement,0,55.6121530313331,64.97961664811629,0.7424656328431318,0
511,511,2026-05-26,24,Beginner,63.716805495310695,60.138219923112594,49.13361921198341,17.447318970759277,22,9,Needs Improvement,1,57.6628815434689,82.37676795196447,0.9502376299741737,0
512,512,2026-05-27,27,Beginner,45.69783173571586,84.73213987888172,46.97994336799,14.820880227476644,29,6,Needs Improvement,0,59.13663832752919,71.34821681048619,0.7024438744582705,0
513,513,2026-05-28,27,Beginner,64.300775148877,40.022139071860394,68.82362187788769,11.168061008177812,14,8,Excellent,1,57.71551203287502,74.19517954892869,0.7639172052199018,0
514,514,2026-05-29,23,Intermediate,86.0148590609704,85.06915483209676,78.09418059312219,14.950438010220221,13,6,Needs Improvement,0,83.05939816206312,78.9119319382448,0.884827696344998,1
515,515,2026-05-30,22,Beginner,66.03840709171064,47.69035123208039,79.0752823871091,6.773336181086898,13,2,Needs Improvement,0,64.26801357030004,87.23618030805721,0.812573922578215,0
516,516,2026-05-31,21,Advanced,70.82498634475417,89.5043188033741,53.787870222064065,11.022464158473145,13,5,Excellent,1,71.37239179006411,72.57263261012898,0.995258017515569,0
517,517,2026-06-01,19,Beginner,47.83192184869041,87.7423496519234,50.212337945608375,16.896928069445845,13,6,Needs Improvement,0,61.92886981540739,83.49950670658085,0.7091017740454955,0
518,518,2026-06-02,21,Advanced,42.18678129399847,64.73375947956417,40.83781522461912,8.30763180704972,29,1,Excellent,1,49.25278533272725,68.05019373823973,0.999579450380963,0
519,519,2026-06-03,27,Intermediate,45.54039810899035,65.63601239063141,73.95995756005847,7.789422613361266,27,2,Excellent,1,61.712122686560086,80.9391537277084,0.8870883498583948,0
520,520,2026-06-04,27,Advanced,69.92657878421828,64.07746701379271,43.82841292167695,19.26227989874647,27,3,Excellent,1,59.27748623989598,60.04738263233735,0.8676120983788289,0
521,521,2026-06-05,20,Advanced,44.75058494961523,71.77218228297613,61.03806008829629,8.148464443793461,25,9,Excellent,0,59.18694244029589,86.14521640471904,0.7178537327691923,0
522,522,2026-06-06,27,Beginner,58.79964449706557,44.53608511174655,70.08410820091481,8.913778694752521,18,5,Excellent,0,57.806612603242314,60.91138739863388,0.7819986629997672,0
523,523,2026-06-07,18,Beginner,67.5045970229078,41.63089741707832,86.85544724598385,19.544239083565067,27,0,Needs Improvement,0,65.33031389532333,81.38261264287752,0.9773988064874788,0
524,524,2026-06-08,25,Advanced,59.432639931492346,42.88514642079494,55.590106847788434,16.020628553975385,11,8,Needs Improvement,0,52.63596440002524,61.38774567783852,0.8062738009567733,0
525,525,2026-06-09,22,Beginner,48.18419007326507,62.218267462075715,52.488608122325985,15.493947995352922,13,4,Needs Improvement,1,54.29702188588893,67.9873709818201,0.8984959601401753,0
526,526,2026-06-10,21,Intermediate,53.68956537570533,53.77739696097417,72.70800771430493,17.793895757818717,21,6,Excellent,0,60.058323350328145,74.91607210669659,0.9998489051256165,0
527,527,2026-06-11,25,Intermediate,86.41587664242886,71.10197811854968,70.96195160267908,6.737346233551914,16,8,Needs Improvement,0,76.15993545455254,72.59816056044714,0.7789209141500624,1
528,528,2026-06-12,24,Beginner,73.79911377931776,89.62211446873894,56.605489165406226,15.589343548700107,24,8,Needs Improvement,1,73.34223913782098,65.75508343803031,0.8728242637043482,0
529,529,2026-06-13,19,Intermediate,64.80239193399433,59.316158653823294,86.40509177548932,12.555329139923582,16,0,Needs Improvement,1,70.17454745443565,70.01444735127713,0.9089313378106639,0
530,530,2026-06-14,18,Beginner,40.635744499344675,68.69206270522567,82.24311637448164,17.437259604262096,26,0,Needs Improvement,0,63.85697452635066,81.831191101829,0.7493881739696245,0
531,531,2026-06-15,29,Advanced,89.6207700244735,60.780194795366775,51.19912729325406,12.622125779977914,25,2,Excellent,1,67.20003070436478,80.07771277738945,0.7446017691088546,0
532,532,2026-06-16,28,Advanced,73.57274674473217,82.36358338609297,51.95712727172616,14.303620314033681,28,5,Needs Improvement,1,69.29781913418377,62.15443751291747,0.8368923734974519,0
533,533,2026-06-17,21,Intermediate,55.84612386724724,85.11182017311191,65.61501734435403,12.16613189599304,18,1,Excellent,1,68.85765379490441,82.41947476718659,0.8157437565277867,0
534,534,2026-06-18,25,Beginner,83.96343299989191,83.867780610263,78.67860508653601,12.172383853337662,23,9,Excellent,1,82.16993956556364,61.59137643591085,0.9142646310571941,1
535,535,2026-06-19,29,Beginner,52.921581014590906,88.71861193396288,42.20201896942322,16.519549670927475,26,0,Needs Improvement,1,61.28073730599234,76.28779167299354,0.7208526314345758,0
536,536,2026-06-20,19,Intermediate,67.20082895913758,41.37595925702077,74.66675768673534,14.428496009709248,14,0,Excellent,0,61.08118196763123,67.80188244126572,0.9916499871222071,0
537,537,2026-06-21,20,Advanced,71.80353818649125,81.99080810727655,72.41179486910485,14.498948024141157,11,4,Excellent,0,75.40204705429089,77.63070382679456,0.7042830945057497,1
538,538,2026-06-22,29,Intermediate,51.053168572686424,77.58860865195467,51.574004795649415,11.754237257472887,29,3,Excellent,0,60.071927340096835,67.83985187822705,0.8803950473008453,0
539,539,2026-06-23,18,Advanced,88.91986394002978,51.43472047001824,74.06765066206744,12.966642445062913,25,0,Excellent,0,71.47407835737182,89.54873908877494,0.8687897787602165,0
540,540,2026-06-24,18,Beginner,77.40959529894988,87.81600466937638,87.00915956260414,16.18576499307181,23,3,Excellent,0,84.0782531769768,69.29184551182595,0.7404147192609177,1
541,541,2026-06-25,20,Advanced,67.8906612755535,47.408896411497274,42.33929224858843,17.389113786678774,23,2,Excellent,0,52.54628331187973,67.25881907023488,0.7452747948140589,0
542,542,2026-06-26,28,Intermediate,49.02972990876504,73.97749635669541,55.98260276460313,15.448421032160692,10,1,Excellent,0,59.66327634335452,68.35395872746038,0.9378032463383881,0
543,543,2026-06-27,22,Beginner,42.692910349901304,51.24451084079563,61.90883583331777,18.861094832685247,12,8,Needs Improvement,1,51.948752341338235,86.89418571777887,0.9662687375238049,0
544,544,2026-06-28,29,Intermediate,56.00299162604917,61.56903243870373,84.96301794623449,17.304861322208012,16,0,Needs Improvement,0,67.51168067032913,79.08656486008034,0.7849050897651308,0
545,545,2026-06-29,20,Intermediate,77.65936679567014,75.95799484722845,88.11307233045784,13.427956847142777,24,6,Excellent,0,80.57681132445214,81.92052292262329,0.8313891891887705,1
546,546,2026-06-30,18,Advanced,53.46656491510125,68.16623210165233,62.20576232481662,15.071091089656052,28,3,Excellent,0,61.2795197805234,87.54031530283052,0.806498512311506,0
547,547,2026-07-01,18,Intermediate,66.97781102477526,61.37509156640559,77.50142060710957,18.89462415381794,29,4,Needs Improvement,1,68.61810773276348,87.35617454535023,0.7217641038959955,0
548,548,2026-07-02,25,Advanced,76.39735883653717,56.31692154659936,66.58305118822415,14.287520663645875,11,9,Needs Improvement,0,66.43244385712022,82.16837539736183,0.9019612738047428,0
549,549,2026-07-03,27,Beginner,45.397185732323216,81.98298278543952,66.88914673706883,17.372104219697462,28,4,Needs Improvement,0,64.75643841827718,65.93473286523968,0.9475578804417071,0
550,550,2026-07-04,28,Advanced,74.26490080579367,47.19071751574069,53.90497575331782,15.332157553849806,18,0,Needs Improvement,1,58.45353135828406,85.30119962025016,0.7914638072173621,0
551,551,2026-07-05,29,Beginner,44.593544385502234,61.50514382649,50.847812293193975,13.279045415906998,28,5,Excellent,0,52.3155001683954,66.11328102573191,0.9970527380892155,0
552,552,2026-07-06,29,Advanced,88.25648710634982,85.18787858875712,54.40026729620206,8.627572931230297,14,8,Excellent,0,75.948210997103,82.28696442295296,0.7227554671847064,1
553,553,2026-07-07,19,Intermediate,64.41970650324697,82.29247752299838,67.81640036285397,11.389962792026422,27,1,Needs Improvement,1,71.50952812969977,80.56809199634623,0.8985372141443563,0
554,554,2026-07-08,20,Advanced,47.53380538549387,60.04708812365233,41.45775930110445,19.516142372505733,25,6,Needs Improvement,0,49.67955093675022,82.76666550421339,0.8344684043578267,0
555,555,2026-07-09,19,Advanced,57.11918180167733,78.15541818006542,85.36244721782029,14.866480749089,13,5,Needs Improvement,1,73.54568239985436,75.98057042141447,0.8339805703319967,0
556,556,2026-07-10,20,Beginner,60.67082246476308,81.15804153544296,47.81418547748881,13.465930705084844,21,4,Needs Improvement,0,63.21434982589829,79.16178546747659,0.837293684810062,0
557,557,2026-07-11,24,Intermediate,77.90925055382687,84.44437120018148,51.00443384356933,18.99434938292341,16,3,Excellent,0,71.11935186585923,88.59960241302767,0.7776045321404285,0
558,558,2026-07-12,18,Advanced,77.17118930383046,67.2252884524614,65.91380882238232,13.797676715561732,23,3,Needs Improvement,0,70.10342885955806,63.032657825226444,0.9146688481996696,0
559,559,2026-07-13,27,Intermediate,70.59702526686655,50.22304430273559,75.50573831686397,12.891237776261043,21,5,Needs Improvement,1,65.44193596215537,69.26541824344861,0.9164729578255081,0
560,560,2026-07-14,25,Advanced,45.29653562792465,52.76545382519658,44.78645273721987,16.389662827253076,12,3,Needs Improvement,1,47.61614739678037,78.34071039295148,0.7847191330317481,0
561,561,2026-07-15,27,Advanced,47.57846857938368,54.78473370208021,55.88473487735811,15.689984284798166,14,4,Excellent,1,52.749312386274,88.92162390394468,0.950591938257535,0
562,562,2026-07-16,27,Intermediate,44.68784603227783,69.69012404048078,88.43373027871786,7.897400126126491,26,5,Excellent,0,67.60390011715883,62.867233429878034,0.7950534830950989,0
563,563,2026-07-17,27,Advanced,68.85863916437751,41.64048120643042,53.11714833904728,12.069624118611816,19,4,Excellent,0,54.538756236618404,60.676476645902596,0.9175279371959626,0
564,564,2026-07-18,19,Intermediate,83.8569220755702,71.80212343899842,55.652507253157346,12.087731642293779,19,6,Needs Improvement,1,70.43718425590866,61.67248795410984,0.7362999302536198,0
565,565,2026-07-19,20,Advanced,61.690025612738594,58.2177119214116,81.82492453090168,10.673367728650172,20,8,Needs Improvement,1,67.24422068835062,61.57217059383596,0.7506104928411237,0
566,566,2026-07-20,26,Beginner,48.04240869788731,54.76209012448211,42.51072158452276,12.759402232283797,26,9,Needs Improvement,0,48.4384068022974,87.23447573332213,0.7947386933524753,0
567,567,2026-07-21,24,Intermediate,67.90211625744836,83.97482853640632,63.23065844044854,11.196610965907164,14,6,Excellent,0,71.7025344114344,81.63773723801474,0.8781621303003584,0
568,568,2026-07-22,21,Advanced,80.58761084328549,63.00011977903995,58.980838222583515,7.990182342067747,22,6,Excellent,0,67.52285628163632,80.31319098588835,0.8936534456436098,0
569,569,2026-07-23,27,Advanced,77.0856030756465,44.75265227663464,55.82933799543255,11.185497309120215,19,3,Needs Improvement,0,59.222531115904566,75.67718460785429,0.8189068515902425,0
570,570,2026-07-24,22,Beginner,84.07253898375106,81.33733840131235,54.284979702238225,6.084154213597649,18,0,Needs Improvement,1,73.23161902910054,83.45857850916455,0.7233517459331542,0
571,571,2026-07-25,19,Intermediate,53.89510486244339,42.38206287182533,44.56870524302046,13.636787941616173,26,7,Excellent,0,46.948624325763056,64.66943978284772,0.8120903956278173,0
572,572,2026-07-26,28,Advanced,49.697693363388744,76.33746120840983,55.74129146758244,17.80481823411668,10,3,Needs Improvement,0,60.592148679793674,71.75823569365312,0.9066302547877454,0
573,573,2026-07-27,25,Beginner,83.99082429709694,78.69531108853326,42.15262013578343,15.879306265318329,13,0,Needs Improvement,0,68.27958517380453,74.7001275229303,0.9012986383390947,0
574,574,2026-07-28,21,Advanced,72.87801563890116,57.63013029644291,79.04819318222177,10.40591060081167,13,4,Needs Improvement,0,69.85211303918861,63.312284930301786,0.7480589239616328,0
575,575,2026-07-29,26,Intermediate,55.54644650037771,81.23939281388934,59.91138969790058,6.306068083659623,27,7,Excellent,0,65.56574300405588,72.58541128012551,0.7023351910806901,0
576,576,2026-07-30,22,Advanced,77.11740252862546,65.78297029282267,62.19519161599558,8.032240988379062,18,3,Needs Improvement,0,68.36518814581457,69.4950533778786,0.925894485188835,0
577,577,2026-07-31,26,Advanced,80.75591922401838,63.16468266363984,84.67972932250657,13.182355107422536,27,7,Needs Improvement,0,76.20011040338827,61.06746437380388,0.7319104499155731,1
578,578,2026-08-01,21,Advanced,70.74891201705663,42.27016407343463,72.90274919306103,8.105856250745493,23,7,Needs Improvement,1,61.973941761184086,64.10206208187705,0.7247047431892856,0
579,579,2026-08-02,27,Advanced,74.39420549399576,54.501459682445294,40.402955167105986,13.159596669274512,24,2,Needs Improvement,1,56.43287344784901,82.92110469502416,0.700810365050249,0
580,580,2026-08-03,22,Beginner,58.76299522213331,86.550498544265,87.15874114806425,8.473985371458484,15,8,Excellent,1,77.49074497148753,60.541137285139335,0.8297803977870781,1
581,581,2026-08-04,26,Beginner,66.93478336715195,59.591198164175,51.85722329888556,17.733858042141094,19,2,Excellent,0,59.4610682767375,88.02759897289083,0.8509791702702443,0
582,582,2026-08-05,25,Intermediate,66.20795853630811,67.33502602783841,45.380709237992946,10.959072092606895,24,0,Excellent,1,59.64123126737983,62.59273897341712,0.8912992138445772,0
583,583,2026-08-06,20,Beginner,82.4023895565386,66.6010839492126,78.40640891904411,8.683259389167366,13,1,Needs Improvement,0,75.80329414159843,83.97714282610374,0.7888191522137757,1
584,584,2026-08-07,18,Beginner,81.99819901410913,69.52155449113467,65.02386579333591,17.184892703705923,27,5,Excellent,0,72.1812064328599,86.95849622830413,0.913127414916034,0
585,585,2026-08-08,20,Intermediate,81.63402346735216,43.06654778216413,61.68852830090088,10.142584472081762,27,9,Needs Improvement,0,62.129699850139055,88.23406754551341,0.7507995572220825,0
586,586,2026-08-09,21,Beginner,40.551580713123286,58.10881273993641,52.47515398413709,6.672315317581729,26,1,Excellent,0,50.37851581239892,86.02431070487918,0.9495970159331042,0
587,587,2026-08-10,19,Beginner,77.47727422344441,76.1564136941277,67.37357449311594,13.556142371054625,21,5,Needs Improvement,1,73.66908747022934,68.62650118276329,0.8715544986671336,0
588,588,2026-08-11,18,Intermediate,77.93381950555025,50.02801255364915,53.71923026012937,13.723463066569831,16,0,Excellent,0,60.56035410644292,69.99261394015431,0.8751669470116146,0
589,589,2026-08-12,24,Intermediate,73.91894114275709,50.178918877318026,85.07915026435339,15.720435128536012,25,0,Excellent,0,69.7256700948095,72.79637095830228,0.7629326241337324,0
590,590,2026-08-13,25,Intermediate,77.81323289457262,40.50453033445124,50.76022398665964,8.603291498125785,20,4,Excellent,1,56.3593290718945,64.17890068221303,0.7222326247901164,0
591,591,2026-08-14,24,Advanced,82.09851857483544,61.87409633041049,84.21775752278768,11.656570086383677,23,9,Needs Improvement,1,76.06345747601121,60.66817365201672,0.8394174409242015,1
592,592,2026-08-15,22,Advanced,63.51595270508928,84.1367190336711,67.97027128636785,9.235518785639844,12,8,Needs Improvement,1,71.87431434170941,86.07364842843104,0.8846835855767077,0
593,593,2026-08-16,29,Intermediate,65.10251067442236,42.59504717936545,81.42440669476204,6.2143060417353215,28,7,Needs Improvement,0,63.04065484951661,76.62386148631369,0.7285139375985057,0
594,594,2026-08-17,18,Intermediate,46.23570284556952,49.55593547480013,75.64229979304775,18.149207405238375,27,2,Excellent,1,57.144646037805806,78.26168826534649,0.9851603423584501,0
595,595,2026-08-18,24,Intermediate,59.26879415236809,55.50422691713776,74.83475557183743,15.933047067325118,19,2,Needs Improvement,0,63.20259221378109,87.80965424453386,0.9941243080698421,0
596,596,2026-08-19,24,Advanced,72.16825899558921,76.58623682821064,56.217290384752786,9.52194589188201,15,0,Needs Improvement,0,68.32392873618421,79.95360534340847,0.8636370086177476,0
597,597,2026-08-20,26,Advanced,79.01998880736372,72.03177964012933,51.69484657361018,13.990594893079795,22,2,Needs Improvement,1,67.5822050070344,80.7256051301944,0.9850207465820219,0
598,598,2026-08-21,20,Beginner,50.860454884560525,60.79719522909275,50.5443113840394,8.018956822017087,19,0,Needs Improvement,1,54.067320499230895,83.60905945310226,0.7538335712742559,0
599,599,2026-08-22,26,Beginner,46.89114495796177,77.95344696291878,82.85958285297943,18.353549326936566,27,7,Needs Improvement,1,69.23472492461998,63.490453495722114,0.7076262055538575,0
600,600,2026-08-23,18,Intermediate,73.15210022502461,70.4815505828451,81.021341012951,6.723595150428654,29,0,Needs Improvement,0,74.88499727360691,70.80486459641375,0.711822860587117,0
601,601,2026-08-24,18,Advanced,40.09399417624553,84.80203998286095,62.02867640061537,5.057557182617013,25,4,Excellent,0,62.30823685324062,89.046237831101,0.8762537438280337,0
602,602,2026-08-25,21,Advanced,48.918629215366494,80.90133745693464,46.62023067482273,12.530122966087731,15,8,Excellent,0,58.813399115707945,87.6879023430182,0.718492565031047,0
603,603,2026-08-26,26,Advanced,41.45356901719769,52.64068030446003,59.112612598872914,13.746917351793039,22,6,Needs Improvement,0,51.06895397351021,86.52225888930555,0.9875636820472261,0
604,604,2026-08-27,23,Intermediate,48.34425589274355,53.57192888171001,70.96717270684557,13.684479804437066,13,3,Excellent,0,57.62778582709971,73.56265531016918,0.7425799632278195,0
605,605,2026-08-28,28,Beginner,49.06596399627526,46.26782378961928,62.720157723997644,5.817678911567395,23,8,Excellent,0,52.68464850329739,85.71578860760417,0.7914168418158936,0
606,606,2026-08-29,20,Intermediate,59.383679737519714,56.84823628587283,79.00946342414974,9.710657103776487,10,8,Needs Improvement,1,65.08045981584742,61.451876458372965,0.9467553405995045,0
607,607,2026-08-30,18,Beginner,60.116356234327796,89.97719593595471,89.88114111256928,12.487984202619977,29,1,Needs Improvement,0,79.99156442761726,64.45552272771353,0.7656220969312278,1
608,608,2026-08-31,21,Beginner,83.7131235305119,60.28755843075305,49.55660442244484,8.248687784408613,14,9,Excellent,1,64.5190954612366,72.41903095452162,0.7728905375363712,0
609,609,2026-09-01,29,Intermediate,65.50548562494126,51.024421734455316,62.98254098297862,18.089388282288446,17,9,Needs Improvement,1,59.83748278079173,74.5017620004638,0.8926926867373055,0
610,610,2026-09-02,26,Beginner,76.17023828061431,78.12414422377765,61.5491950960411,6.30663934192151,21,5,Excellent,1,71.94785920014435,67.9052146056257,0.7828258265467787,0
611,611,2026-09-03,20,Beginner,45.20686789601437,67.1235501731328,55.22462663744754,12.310766625080642,11,3,Excellent,1,55.851681568864905,70.69430012543363,0.76523429020231,0
612,612,2026-09-04,29,Advanced,51.27193777318469,47.48007247634763,49.90477583601448,15.371240862697281,21,7,Excellent,1,49.5522620285156,64.88328303076106,0.7762533142916972,0
613,613,2026-09-05,26,Beginner,75.14717204893384,59.03448405804329,43.28460582448296,8.926266502017237,14,6,Needs Improvement,0,59.15542064382003,74.67402095147722,0.847194249802218,0
614,614,2026-09-06,24,Intermediate,42.64019802342641,60.723485776967166,84.35596586118493,14.363611054962773,14,6,Excellent,0,62.5732165538595,83.81529878603584,0.9898299618194446,0
615,615,2026-09-07,29,Intermediate,64.32988311218766,77.69148502846093,60.992434884315884,17.440777252135618,22,9,Needs Improvement,0,67.67126767498816,79.84081180983917,0.9496713824683685,0
616,616,2026-09-08,21,Beginner,69.9684482831467,41.033568444595225,64.84477592500244,7.855054626425713,18,8,Needs Improvement,0,58.61559755091479,63.23376742096624,0.7853830793680531,0
617,617,2026-09-09,20,Advanced,70.10728220262405,53.45098233991553,85.84710241004579,18.75830887737294,19,4,Needs Improvement,1,69.80178898419513,74.62744810190148,0.8090119625494293,0
618,618,2026-09-10,27,Advanced,41.1466405634021,65.8798150657761,78.81452387579739,13.30337798993537,10,5,Needs Improvement,1,61.9469931683252,80.92939148339175,0.8393536751512232,0
619,619,2026-09-11,22,Beginner,56.105400211459276,53.442337122642165,46.52506320585921,9.488480064515908,12,0,Needs Improvement,1,52.02426684665355,75.89685889661824,0.9936788941050971,0
620,620,2026-09-12,22,Beginner,71.8245325524577,71.42170237094994,68.27099838038711,11.462874130734061,27,5,Excellent,0,70.50574443459826,71.75026789606648,0.7517171405007147,0
621,621,2026-09-13,20,Intermediate,47.449986807462174,64.09337396373083,62.11261382597796,9.682878256795819,21,1,Needs Improvement,0,57.885324865723646,78.65743263851635,0.8072449310475648,0
622,622,2026-09-14,29,Beginner,74.77078241640265,58.085512742979034,79.86055362893813,15.876667398999741,12,5,Needs Improvement,0,70.90561626277328,89.05915995900827,0.9188278281948145,0
623,623,2026-09-15,26,Advanced,77.29626044068372,87.46043134352561,76.21162738059746,16.944509951226983,18,8,Needs Improvement,0,80.32277305493561,62.84723729298234,0.989183120280683,1
624,624,2026-09-16,21,Beginner,89.09845952230727,71.60797495932287,74.5202860955536,17.494060884779916,11,7,Needs Improvement,1,78.40890685906125,71.70048182242682,0.7467025638292712,1
625,625,2026-09-17,28,Intermediate,50.49209974282047,46.49706861339706,57.027241773994845,19.78652374378612,12,8,Needs Improvement,1,51.33880337673745,72.19817559138286,0.7682139862583037,0
626,626,2026-09-18,22,Intermediate,81.25653338330577,68.00458487216977,80.24818651996273,16.86926438745025,23,9,Excellent,0,76.50310159181275,77.30901931405113,0.767708402317129,1
627,627,2026-09-19,21,Intermediate,66.0148288459327,79.03659266004505,42.61956477974306,14.02076106032845,13,7,Needs Improvement,0,62.5569954285736,64.56523805645753,0.706279608847622,0
628,628,2026-09-20,22,Intermediate,58.67312980720867,75.42448487463986,47.98124507160836,10.088304475876757,28,2,Needs Improvement,1,60.692953251152296,65.29929089611409,0.8812346874942848,0
629,629,2026-09-21,24,Intermediate,46.1188378662589,48.60446146476297,56.781163648895586,13.16893173066124,22,7,Excellent,1,50.50148765997249,68.56084157993564,0.9012109222437681,0
630,630,2026-09-22,26,Beginner,76.77528032437688,88.62099995200516,43.840372053464066,5.6160225918560815,16,5,Needs Improvement,1,69.74555077661536,88.67610129805558,0.880757767037576,0
631,631,2026-09-23,24,Beginner,51.792879957184354,62.440682287330304,51.74971387673458,16.172376132948695,21,5,Excellent,1,55.327758707083085,82.02325743692708,0.7213968968238442,0
632,632,2026-09-24,22,Beginner,58.57110009365229,47.951250187013066,81.50754914989591,11.689333176381528,12,5,Excellent,0,62.67663314352043,79.8507990507451,0.7207690377236895,0
633,633,2026-09-25,27,Beginner,43.127111344868425,49.009787706407394,87.41257688950397,5.300348445982815,18,2,Excellent,1,59.849825313593264,84.50873062182787,0.7631159663482372,0
634,634,2026-09-26,27,Intermediate,80.06834579097595,44.91174960945403,55.23011778870952,5.937604122656162,11,9,Excellent,1,60.0700710630465,63.82729406750079,0.7870883547096743,0
635,635,2026-09-27,24,Advanced,78.32942619858217,80.17590542174672,53.22579019944191,10.81199695732635,18,0,Needs Improvement,1,70.57704060659027,85.77998459171255,0.9359630967730141,0
636,636,2026-09-28,27,Beginner,76.68079150211562,46.101524716092435,53.99463261232135,13.751322785276527,21,3,Needs Improvement,1,58.925649610176464,77.84498141662512,0.7478170797246763,0
637,637,2026-09-29,22,Advanced,54.972175524594334,46.25626285708735,53.88595436754219,11.9630592342819,21,9,Excellent,0,51.70479758307462,70.05987022376806,0.7132276649192596,0
638,638,2026-09-30,20,Beginner,48.674003713297864,82.52358073804189,41.79650910929865,14.288064759382323,24,5,Excellent,0,57.66469785354614,84.47565767237072,0.8181962523139166,0
639,639,2026-10-01,24,Beginner,71.87766322351149,57.23020422237798,86.34581731655541,12.204413881870337,11,9,Needs Improvement,0,71.81789492081496,84.07693603045873,0.8249176510425761,0
640,640,2026-10-02,28,Advanced,64.80831920566098,41.542895215403625,50.68490707851642,14.925557682220202,27,1,Excellent,0,52.34537383319368,85.37125745150182,0.8352722014566862,0
641,641,2026-10-03,28,Intermediate,48.91262334523208,42.59476497592054,61.000203704070245,8.286890970062013,22,6,Excellent,0,50.83586400840762,63.46553700320946,0.9480710632080905,0
642,642,2026-10-04,19,Beginner,74.29556355249318,47.10852233519478,40.48434413704839,6.692647807754321,23,6,Excellent,0,53.96281000824545,89.08083734987328,0.7294016244612824,0
643,643,2026-10-05,29,Beginner,89.55632159106518,50.669667398784476,82.89775454575286,13.9465093193849,14,3,Needs Improvement,1,74.37458117853417,88.78878461369193,0.9111826247265886,0
644,644,2026-10-06,26,Beginner,77.36097938710188,73.25730971192027,76.55786722274587,12.270342754044613,19,3,Excellent,1,75.72538544058933,70.72408936505225,0.8013836713135872,1
645,645,2026-10-07,27,Advanced,76.99931933428059,47.866314000091414,87.33780175868516,5.40301481067403,21,0,Needs Improvement,1,70.7344783643524,61.97682054635759,0.792994040930641,0
646,646,2026-10-08,27,Intermediate,87.51563764652958,45.9437195588536,79.08077395981995,10.707228282395537,19,1,Needs Improvement,1,70.84671038840105,65.01167008406357,0.9797629378257939,0
647,647,2026-10-09,29,Advanced,50.14681837874511,78.23595707381395,55.685325602603264,6.591883782364932,20,8,Needs Improvement,0,61.35603368505411,89.78492476334091,0.7745405573250226,0
648,648,2026-10-10,18,Advanced,68.27749824607201,73.55276419299572,52.39366793642118,12.97035247629043,11,9,Excellent,1,64.74131012516297,76.89038829514989,0.8927595506018099,0
649,649,2026-10-11,23,Intermediate,88.98233575169417,61.766211072761806,74.88581537766464,10.93666519490646,14,7,Excellent,0,75.21145406737354,70.69865396478156,0.7825383272128276,1
650,650,2026-10-12,24,Advanced,48.26470554850873,67.4654885740052,58.20563875052497,14.19727866654527,16,7,Needs Improvement,1,57.97861095767964,68.64608081550116,0.8521431647921155,0
651,651,2026-10-13,25,Intermediate,75.01259797222605,55.599201016320926,68.31075078763082,17.084033281553573,15,8,Needs Improvement,1,66.30751659205926,67.70975205932842,0.9358878677788833,0
652,652,2026-10-14,27,Beginner,69.2905072985951,64.12502101176804,40.31287355132351,9.495030257622362,12,6,Needs Improvement,1,57.909467287228885,79.92458295163446,0.9645167570548782,0
653,653,2026-10-15,26,Intermediate,69.32395460943535,65.3336324491373,43.09428508402376,19.431531562475413,22,8,Excellent,0,59.250624047532135,72.58163494559058,0.9516091720885151,0
654,654,2026-10-16,19,Beginner,74.88353137600376,59.3618635589048,66.76839705908256,13.034517508813616,12,9,Excellent,1,67.00459733133037,88.96232098105835,0.874654220843392,0
